,Type,Sex,Size,Intake Type,Intake Jurisdiction,PredomBreed,PredomColor,Type Sex,Type Size,Type Intake Type,Type Intake Jurisdiction,Type PredomBreed,Type PredomColor,Sex Size,Sex Intake Type,Sex Intake Jurisdiction,Sex PredomBreed,Sex PredomColor,Size Intake Type,Size Intake Jurisdiction,Size PredomBreed,Size PredomColor,Intake Type Intake Jurisdiction,Intake Type PredomBreed,Intake Type PredomColor,Intake Jurisdiction PredomBreed,Intake Jurisdiction PredomColor,PredomBreed PredomColor,Outcome Type
0,2.0,4.0,4.0,3.0,5.0,6.0,2.0,8.0,8.0,6.0,10.0,12.0,4.0,16.0,12.0,20.0,24.0,8.0,12.0,20.0,24.0,8.0,15.0,18.0,6.0,30.0,10.0,12.0,1
1,0.0,0.0,4.0,4.0,10.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,24.0,40.0,88.0,24.0,220.0,60.0,132.0,1
2,2.0,4.0,4.0,3.0,10.0,6.0,0.0,8.0,8.0,6.0,20.0,12.0,0.0,16.0,12.0,40.0,24.0,0.0,12.0,40.0,24.0,0.0,30.0,18.0,0.0,60.0,0.0,0.0,1
3,0.0,3.0,2.0,2.0,10.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,30.0,63.0,54.0,4.0,20.0,42.0,36.0,20.0,42.0,36.0,210.0,180.0,378.0,1
4,0.0,0.0,4.0,4.0,10.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,16.0,40.0,88.0,16.0,220.0,40.0,88.0,1
5,0.0,2.0,4.0,4.0,12.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,24.0,44.0,28.0,16.0,48.0,88.0,56.0,48.0,88.0,56.0,264.0,168.0,308.0,1
6,1.0,2.0,1.0,2.0,10.0,50.0,0.0,2.0,1.0,2.0,10.0,50.0,0.0,2.0,4.0,20.0,100.0,0.0,2.0,10.0,50.0,0.0,20.0,100.0,0.0,500.0,0.0,0.0,1
7,0.0,4.0,0.0,4.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,88.0,0.0,0.0,0.0,0.0,0.0,48.0,88.0,0.0,264.0,0.0,0.0,1
8,0.0,4.0,0.0,4.0,12.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,88.0,44.0,0.0,0.0,0.0,0.0,48.0,88.0,44.0,264.0,132.0,242.0,1
9,1.0,1.0,1.0,2.0,10.0,42.0,9.0,1.0,1.0,2.0,10.0,42.0,9.0,1.0,2.0,10.0,42.0,9.0,2.0,10.0,42.0,9.0,20.0,84.0,18.0,420.0,90.0,378.0,1
10,0.0,1.0,0.0,4.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,12.0,88.0,0.0,66.0,0.0,0.0,1
11,0.0,0.0,0.0,4.0,3.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,88.0,8.0,66.0,6.0,44.0,1
12,1.0,1.0,1.0,4.0,8.0,25.0,19.0,1.0,1.0,4.0,8.0,25.0,19.0,1.0,4.0,8.0,25.0,19.0,4.0,8.0,25.0,19.0,32.0,100.0,76.0,200.0,152.0,475.0,1
13,0.0,4.0,0.0,4.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,88.0,0.0,0.0,0.0,0.0,0.0,48.0,88.0,0.0,264.0,0.0,0.0,1
14,1.0,1.0,1.0,4.0,10.0,42.0,1.0,1.0,1.0,4.0,10.0,42.0,1.0,1.0,4.0,10.0,42.0,1.0,4.0,10.0,42.0,1.0,40.0,168.0,4.0,420.0,10.0,42.0,1
15,1.0,3.0,2.0,4.0,8.0,42.0,0.0,3.0,2.0,4.0,8.0,42.0,0.0,6.0,12.0,24.0,126.0,0.0,8.0,16.0,84.0,0.0,32.0,168.0,0.0,336.0,0.0,0.0,1
16,0.0,4.0,0.0,4.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,88.0,0.0,0.0,0.0,0.0,0.0,48.0,88.0,0.0,264.0,0.0,0.0,1
17,0.0,2.0,4.0,2.0,8.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,16.0,44.0,4.0,8.0,32.0,88.0,8.0,16.0,44.0,4.0,176.0,16.0,44.0,1
18,0.0,4.0,0.0,4.0,12.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,88.0,44.0,0.0,0.0,0.0,0.0,48.0,88.0,44.0,264.0,132.0,242.0,1
19,2.0,1.0,2.0,1.0,8.0,14.0,13.0,2.0,4.0,2.0,16.0,28.0,26.0,2.0,1.0,8.0,14.0,13.0,2.0,16.0,28.0,26.0,8.0,14.0,13.0,112.0,104.0,182.0,1
20,0.0,4.0,2.0,4.0,8.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,32.0,88.0,36.0,8.0,16.0,44.0,18.0,32.0,88.0,36.0,176.0,72.0,198.0,1
21,0.0,2.0,4.0,4.0,10.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,20.0,44.0,6.0,16.0,40.0,88.0,12.0,40.0,88.0,12.0,220.0,30.0,66.0,1
22,1.0,0.0,1.0,4.0,8.0,42.0,0.0,0.0,1.0,4.0,8.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,42.0,0.0,32.0,168.0,0.0,336.0,0.0,0.0,1
23,1.0,0.0,2.0,4.0,10.0,42.0,1.0,0.0,2.0,4.0,10.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,84.0,2.0,40.0,168.0,4.0,420.0,10.0,42.0,1
24,0.0,3.0,4.0,4.0,10.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,30.0,66.0,48.0,16.0,40.0,88.0,64.0,40.0,88.0,64.0,220.0,160.0,352.0,1
25,1.0,1.0,1.0,4.0,10.0,25.0,0.0,1.0,1.0,4.0,10.0,25.0,0.0,1.0,4.0,10.0,25.0,0.0,4.0,10.0,25.0,0.0,40.0,100.0,0.0,250.0,0.0,0.0,1
26,0.0,4.0,0.0,4.0,8.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,72.0,0.0,0.0,0.0,0.0,32.0,88.0,72.0,176.0,144.0,396.0,1
27,0.0,4.0,0.0,4.0,8.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,8.0,0.0,0.0,0.0,0.0,32.0,88.0,8.0,176.0,16.0,44.0,1
28,1.0,0.0,2.0,4.0,8.0,42.0,15.0,0.0,2.0,4.0,8.0,42.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,84.0,30.0,32.0,168.0,60.0,336.0,120.0,630.0,1
29,1.0,2.0,1.0,1.0,8.0,42.0,9.0,2.0,1.0,1.0,8.0,42.0,9.0,2.0,2.0,16.0,84.0,18.0,1.0,8.0,42.0,9.0,8.0,42.0,9.0,336.0,72.0,378.0,1
30,2.0,4.0,4.0,3.0,8.0,6.0,0.0,8.0,8.0,6.0,16.0,12.0,0.0,16.0,12.0,32.0,24.0,0.0,12.0,32.0,24.0,0.0,24.0,18.0,0.0,48.0,0.0,0.0,3
31,0.0,4.0,0.0,4.0,10.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,80.0,8.0,0.0,0.0,0.0,0.0,40.0,80.0,8.0,200.0,20.0,40.0,1
32,2.0,4.0,4.0,3.0,10.0,6.0,2.0,8.0,8.0,6.0,20.0,12.0,4.0,16.0,12.0,40.0,24.0,8.0,12.0,40.0,24.0,8.0,30.0,18.0,6.0,60.0,20.0,12.0,3
33,2.0,4.0,4.0,3.0,8.0,6.0,0.0,8.0,8.0,6.0,16.0,12.0,0.0,16.0,12.0,32.0,24.0,0.0,12.0,32.0,24.0,0.0,24.0,18.0,0.0,48.0,0.0,0.0,3
34,0.0,0.0,4.0,4.0,8.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,36.0,32.0,88.0,36.0,176.0,72.0,198.0,1
35,0.0,2.0,4.0,4.0,8.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,44.0,4.0,16.0,32.0,88.0,8.0,32.0,88.0,8.0,176.0,16.0,44.0,1
36,0.0,4.0,0.0,4.0,10.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,8.0,0.0,0.0,0.0,0.0,40.0,88.0,8.0,220.0,20.0,44.0,1
37,0.0,1.0,4.0,4.0,12.0,54.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,54.0,14.0,16.0,48.0,216.0,56.0,48.0,216.0,56.0,648.0,168.0,756.0,3
38,0.0,2.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,44.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
39,1.0,1.0,5.0,4.0,10.0,15.0,0.0,1.0,5.0,4.0,10.0,15.0,0.0,5.0,4.0,10.0,15.0,0.0,20.0,50.0,75.0,0.0,40.0,60.0,0.0,150.0,0.0,0.0,1
40,1.0,2.0,2.0,4.0,10.0,40.0,17.0,2.0,2.0,4.0,10.0,40.0,17.0,4.0,8.0,20.0,80.0,34.0,8.0,20.0,80.0,34.0,40.0,160.0,68.0,400.0,170.0,680.0,0
41,0.0,0.0,0.0,4.0,8.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,36.0,176.0,72.0,198.0,1
42,1.0,2.0,4.0,4.0,10.0,15.0,15.0,2.0,4.0,4.0,10.0,15.0,15.0,8.0,8.0,20.0,30.0,30.0,16.0,40.0,60.0,60.0,40.0,60.0,60.0,150.0,150.0,225.0,1
43,2.0,4.0,4.0,3.0,8.0,6.0,0.0,8.0,8.0,6.0,16.0,12.0,0.0,16.0,12.0,32.0,24.0,0.0,12.0,32.0,24.0,0.0,24.0,18.0,0.0,48.0,0.0,0.0,1
44,0.0,4.0,4.0,4.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,48.0,88.0,0.0,16.0,48.0,88.0,0.0,48.0,88.0,0.0,264.0,0.0,0.0,1
45,1.0,0.0,4.0,4.0,8.0,15.0,15.0,0.0,4.0,4.0,8.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,60.0,60.0,32.0,60.0,60.0,120.0,120.0,225.0,1
46,2.0,4.0,4.0,3.0,8.0,6.0,0.0,8.0,8.0,6.0,16.0,12.0,0.0,16.0,12.0,32.0,24.0,0.0,12.0,32.0,24.0,0.0,24.0,18.0,0.0,48.0,0.0,0.0,1
47,0.0,4.0,4.0,4.0,8.0,54.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,32.0,216.0,72.0,16.0,32.0,216.0,72.0,32.0,216.0,72.0,432.0,144.0,972.0,3
48,0.0,2.0,4.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,44.0,0.0,16.0,32.0,88.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
49,0.0,0.0,0.0,4.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,80.0,0.0,160.0,0.0,0.0,1
50,1.0,3.0,5.0,2.0,10.0,15.0,0.0,3.0,5.0,2.0,10.0,15.0,0.0,15.0,6.0,30.0,45.0,0.0,10.0,50.0,75.0,0.0,20.0,30.0,0.0,150.0,0.0,0.0,1
51,1.0,0.0,2.0,4.0,12.0,38.0,2.0,0.0,2.0,4.0,12.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,76.0,4.0,48.0,152.0,8.0,456.0,24.0,76.0,1
52,0.0,3.0,4.0,2.0,12.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,36.0,66.0,54.0,8.0,48.0,88.0,72.0,24.0,44.0,36.0,264.0,216.0,396.0,1
53,0.0,2.0,4.0,2.0,8.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,16.0,44.0,4.0,8.0,32.0,88.0,8.0,16.0,44.0,4.0,176.0,16.0,44.0,1
54,0.0,4.0,0.0,4.0,12.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,88.0,36.0,0.0,0.0,0.0,0.0,48.0,88.0,36.0,264.0,108.0,198.0,1
55,1.0,2.0,5.0,2.0,10.0,15.0,18.0,2.0,5.0,2.0,10.0,15.0,18.0,10.0,4.0,20.0,30.0,36.0,10.0,50.0,75.0,90.0,20.0,30.0,36.0,150.0,180.0,270.0,1
56,0.0,1.0,4.0,4.0,8.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,22.0,2.0,16.0,32.0,88.0,8.0,32.0,88.0,8.0,176.0,16.0,44.0,1
57,1.0,0.0,2.0,2.0,10.0,13.0,9.0,0.0,2.0,2.0,10.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,26.0,18.0,20.0,26.0,18.0,130.0,90.0,117.0,1
58,0.0,0.0,4.0,4.0,10.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,84.0,72.0,40.0,84.0,72.0,210.0,180.0,378.0,1
59,0.0,2.0,4.0,2.0,2.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,40.0,18.0,8.0,8.0,80.0,36.0,4.0,40.0,18.0,40.0,18.0,180.0,1
60,0.0,0.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
61,0.0,0.0,4.0,4.0,10.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,64.0,40.0,88.0,64.0,220.0,160.0,352.0,1
62,0.0,2.0,4.0,4.0,10.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,20.0,40.0,4.0,16.0,40.0,80.0,8.0,40.0,80.0,8.0,200.0,20.0,40.0,1
63,2.0,4.0,4.0,3.0,10.0,6.0,0.0,8.0,8.0,6.0,20.0,12.0,0.0,16.0,12.0,40.0,24.0,0.0,12.0,40.0,24.0,0.0,30.0,18.0,0.0,60.0,0.0,0.0,1
64,1.0,1.0,2.0,4.0,10.0,55.0,18.0,1.0,2.0,4.0,10.0,55.0,18.0,2.0,4.0,10.0,55.0,18.0,8.0,20.0,110.0,36.0,40.0,220.0,72.0,550.0,180.0,990.0,1
65,1.0,1.0,1.0,4.0,8.0,55.0,18.0,1.0,1.0,4.0,8.0,55.0,18.0,1.0,4.0,8.0,55.0,18.0,4.0,8.0,55.0,18.0,32.0,220.0,72.0,440.0,144.0,990.0,1
66,1.0,1.0,1.0,4.0,10.0,42.0,0.0,1.0,1.0,4.0,10.0,42.0,0.0,1.0,4.0,10.0,42.0,0.0,4.0,10.0,42.0,0.0,40.0,168.0,0.0,420.0,0.0,0.0,1
67,0.0,1.0,4.0,4.0,8.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,22.0,18.0,16.0,32.0,88.0,72.0,32.0,88.0,72.0,176.0,144.0,396.0,1
68,0.0,4.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
69,0.0,4.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
70,0.0,4.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
71,0.0,0.0,4.0,4.0,10.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,36.0,40.0,88.0,36.0,220.0,90.0,198.0,1
72,0.0,2.0,4.0,4.0,10.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,20.0,40.0,36.0,16.0,40.0,80.0,72.0,40.0,80.0,72.0,200.0,180.0,360.0,1
73,1.0,2.0,2.0,1.0,10.0,8.0,0.0,2.0,2.0,1.0,10.0,8.0,0.0,4.0,2.0,20.0,16.0,0.0,2.0,20.0,16.0,0.0,10.0,8.0,0.0,80.0,0.0,0.0,3
74,2.0,0.0,4.0,4.0,10.0,14.0,13.0,0.0,8.0,8.0,20.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,56.0,52.0,40.0,56.0,52.0,140.0,130.0,182.0,1
75,2.0,4.0,4.0,3.0,10.0,6.0,2.0,8.0,8.0,6.0,20.0,12.0,4.0,16.0,12.0,40.0,24.0,8.0,12.0,40.0,24.0,8.0,30.0,18.0,6.0,60.0,20.0,12.0,1
76,1.0,0.0,4.0,1.0,8.0,38.0,9.0,0.0,4.0,1.0,8.0,38.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,152.0,36.0,8.0,38.0,9.0,304.0,72.0,342.0,1
77,1.0,2.0,1.0,2.0,8.0,42.0,2.0,2.0,1.0,2.0,8.0,42.0,2.0,2.0,4.0,16.0,84.0,4.0,2.0,8.0,42.0,2.0,16.0,84.0,4.0,336.0,16.0,84.0,1
78,1.0,1.0,4.0,4.0,10.0,15.0,18.0,1.0,4.0,4.0,10.0,15.0,18.0,4.0,4.0,10.0,15.0,18.0,16.0,40.0,60.0,72.0,40.0,60.0,72.0,150.0,180.0,270.0,1
79,0.0,3.0,4.0,4.0,12.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,36.0,63.0,12.0,16.0,48.0,84.0,16.0,48.0,84.0,16.0,252.0,48.0,84.0,1
80,0.0,4.0,4.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,32.0,88.0,0.0,16.0,32.0,88.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
81,1.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,75.0,0.0,20.0,30.0,0.0,150.0,0.0,0.0,1
82,1.0,1.0,5.0,4.0,12.0,15.0,0.0,1.0,5.0,4.0,12.0,15.0,0.0,5.0,4.0,12.0,15.0,0.0,20.0,60.0,75.0,0.0,48.0,60.0,0.0,180.0,0.0,0.0,1
83,1.0,0.0,4.0,4.0,10.0,53.0,18.0,0.0,4.0,4.0,10.0,53.0,18.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,212.0,72.0,40.0,212.0,72.0,530.0,180.0,954.0,1
84,0.0,4.0,0.0,4.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,88.0,0.0,0.0,0.0,0.0,0.0,48.0,88.0,0.0,264.0,0.0,0.0,1
85,0.0,4.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
86,0.0,4.0,0.0,4.0,12.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,88.0,8.0,0.0,0.0,0.0,0.0,48.0,88.0,8.0,264.0,24.0,44.0,1
87,0.0,0.0,0.0,4.0,12.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,88.0,64.0,264.0,192.0,352.0,1
88,0.0,4.0,4.0,4.0,12.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,48.0,88.0,8.0,16.0,48.0,88.0,8.0,48.0,88.0,8.0,264.0,24.0,44.0,1
89,0.0,0.0,4.0,4.0,8.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,48.0,32.0,88.0,48.0,176.0,96.0,264.0,1
90,1.0,0.0,2.0,4.0,10.0,42.0,2.0,0.0,2.0,4.0,10.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,84.0,4.0,40.0,168.0,8.0,420.0,20.0,84.0,1
91,0.0,0.0,0.0,4.0,12.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,88.0,16.0,264.0,48.0,88.0,1
92,1.0,2.0,5.0,4.0,8.0,15.0,15.0,2.0,5.0,4.0,8.0,15.0,15.0,10.0,8.0,16.0,30.0,30.0,20.0,40.0,75.0,75.0,32.0,60.0,60.0,120.0,120.0,225.0,1
93,1.0,2.0,2.0,2.0,12.0,42.0,18.0,2.0,2.0,2.0,12.0,42.0,18.0,4.0,4.0,24.0,84.0,36.0,4.0,24.0,84.0,36.0,24.0,84.0,36.0,504.0,216.0,756.0,1
94,0.0,2.0,4.0,0.0,8.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,44.0,18.0,0.0,32.0,88.0,36.0,0.0,0.0,0.0,176.0,72.0,198.0,0
95,1.0,2.0,1.0,4.0,8.0,0.0,13.0,2.0,1.0,4.0,8.0,0.0,13.0,2.0,8.0,16.0,0.0,26.0,4.0,8.0,0.0,13.0,32.0,0.0,52.0,0.0,104.0,0.0,2
96,0.0,0.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,0.0,220.0,0.0,0.0,1
97,0.0,1.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,0.0,220.0,0.0,0.0,1
98,1.0,2.0,2.0,4.0,10.0,42.0,2.0,2.0,2.0,4.0,10.0,42.0,2.0,4.0,8.0,20.0,84.0,4.0,8.0,20.0,84.0,4.0,40.0,168.0,8.0,420.0,20.0,84.0,3
99,0.0,1.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,0.0,220.0,0.0,0.0,1
100,0.0,0.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,0.0,220.0,0.0,0.0,1
101,1.0,2.0,2.0,2.0,10.0,25.0,18.0,2.0,2.0,2.0,10.0,25.0,18.0,4.0,4.0,20.0,50.0,36.0,4.0,20.0,50.0,36.0,20.0,50.0,36.0,250.0,180.0,450.0,1
102,0.0,1.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,88.0,0.0,220.0,0.0,0.0,1
103,0.0,0.0,4.0,4.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,40.0,88.0,0.0,40.0,88.0,0.0,220.0,0.0,0.0,1
104,1.0,3.0,2.0,4.0,8.0,42.0,9.0,3.0,2.0,4.0,8.0,42.0,9.0,6.0,12.0,24.0,126.0,27.0,8.0,16.0,84.0,18.0,32.0,168.0,36.0,336.0,72.0,378.0,1
105,1.0,1.0,1.0,2.0,2.0,42.0,2.0,1.0,1.0,2.0,2.0,42.0,2.0,1.0,2.0,2.0,42.0,2.0,2.0,2.0,42.0,2.0,4.0,84.0,4.0,84.0,4.0,84.0,1
106,0.0,3.0,4.0,2.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,30.0,66.0,0.0,8.0,40.0,88.0,0.0,20.0,44.0,0.0,220.0,0.0,0.0,1
107,1.0,0.0,1.0,4.0,8.0,25.0,2.0,0.0,1.0,4.0,8.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,25.0,2.0,32.0,100.0,8.0,200.0,16.0,50.0,1
108,1.0,1.0,1.0,4.0,10.0,42.0,9.0,1.0,1.0,4.0,10.0,42.0,9.0,1.0,4.0,10.0,42.0,9.0,4.0,10.0,42.0,9.0,40.0,168.0,36.0,420.0,90.0,378.0,1
109,1.0,2.0,4.0,2.0,12.0,15.0,2.0,2.0,4.0,2.0,12.0,15.0,2.0,8.0,4.0,24.0,30.0,4.0,8.0,48.0,60.0,8.0,24.0,30.0,4.0,180.0,24.0,30.0,1
110,1.0,0.0,5.0,4.0,10.0,15.0,0.0,0.0,5.0,4.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,75.0,0.0,40.0,60.0,0.0,150.0,0.0,0.0,1
111,0.0,0.0,4.0,4.0,12.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,80.0,16.0,48.0,80.0,16.0,240.0,48.0,80.0,1
112,0.0,4.0,4.0,4.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,48.0,88.0,0.0,16.0,48.0,88.0,0.0,48.0,88.0,0.0,264.0,0.0,0.0,1
113,2.0,4.0,4.0,3.0,8.0,6.0,2.0,8.0,8.0,6.0,16.0,12.0,4.0,16.0,12.0,32.0,24.0,8.0,12.0,32.0,24.0,8.0,24.0,18.0,6.0,48.0,16.0,12.0,3
114,2.0,0.0,4.0,1.0,8.0,14.0,18.0,0.0,8.0,2.0,16.0,28.0,36.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,56.0,72.0,8.0,14.0,18.0,112.0,144.0,252.0,1
115,1.0,1.0,1.0,4.0,6.0,25.0,6.0,1.0,1.0,4.0,6.0,25.0,6.0,1.0,4.0,6.0,25.0,6.0,4.0,6.0,25.0,6.0,24.0,100.0,24.0,150.0,36.0,150.0,1
116,0.0,4.0,0.0,4.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,88.0,0.0,0.0,0.0,0.0,0.0,32.0,88.0,0.0,176.0,0.0,0.0,1
117,0.0,2.0,4.0,4.0,10.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,20.0,40.0,6.0,16.0,40.0,80.0,12.0,40.0,80.0,12.0,200.0,30.0,60.0,1
